concept,concept2,distance_common,distance_first_quartile,n_titles,total_count
Marchantiophyta,Gametophyte,0.02,0.0,1.0,72.0
Marchantiophyta,Germination,0.2,0.0,1.0,72.0
Marchantiophyta,Gymnosperm,0.08,0.08,1.0,72.0
Marchantiophyta,Leaf,0.28,0.04,1.0,72.0
Marchantiophyta,Lycopodiophyta,0.04,0.04,1.0,62.0
Marchantiophyta,Moss,0.02,0.02,1.0,56.0
Marchantiophyta,Ovule,0.1,0.08,1.0,72.0
Marchantiophyta,Pinophyta,0.08,0.08,1.0,72.0
Marchantiophyta,Pith,0.26,0.08,1.0,50.0
Marchantiophyta,Pollen,0.1,0.08,1.0,72.0
Marchantiophyta,Sperm,0.12000000000000001,0.0,1.0,72.0
Marchantiophyta,Sporangium,0.060000000000000005,0.0,1.0,72.0
Marchantiophyta,Sporophyte,0.02,0.0,1.0,72.0
Marchantiophyta,Stele_(biology),0.04,0.04,1.0,55.0
Marchantiophyta,Stoma,0.44,0.02,1.0,72.0
Marchantiophyta,Vascular_plant,0.04,0.0,1.0,72.0
Meiosis,Active_site,-0.21578231292517006,0.05306122448979592,2.0,147.0
Meiosis,Adenine,-0.54,0.04,1.0,101.0
Meiosis,Allele,-0.07083333333333335,0.020256410256410253,4.0,624.0
Meiosis,Alpha_helix,-0.44,0.08,1.0,120.0
Meiosis,Apoptosis,0.0,0.0,1.0,83.0
Meiosis,Biochemistry,0.02,0.08,1.0,52.0
Meiosis,Biomolecular_structure,-0.3356521739130435,0.003478260869565211,2.0,184.0
Meiosis,Cancer,0.0,0.0,1.0,63.0
Meiosis,Chromatid,-0.010666666666666666,0.0,2.0,120.0
Meiosis,Cyclin-dependent_kinase,0.0,0.0,1.0,50.0
Meiosis,Cytoplasm,0.22913957934990442,0.04443594646271512,4.0,523.0
Meiosis,DNA,-0.01671410090556274,0.03816300129366106,4.0,773.0
Meiosis,Dominance_(genetics),-0.08741935483870968,0.03161290322580645,3.0,248.0
Meiosis,Enzyme_catalysis,-0.38,0.060000000000000005,1.0,52.0
Meiosis,Eukaryote,0.1559212376933896,0.046357243319268625,4.0,711.0
Meiosis,Gamete,-0.09890410958904111,0.022876712328767125,4.0,584.0
Meiosis,Genotype,0.12056140350877192,0.036982456140350874,2.0,285.0
Meiosis,Glucose,0.302365988909427,0.03367837338262478,4.0,541.0
Meiosis,Glutamic_acid,0.16,0.08,1.0,73.0
Meiosis,Glycine,0.16,0.08,1.0,51.0
Meiosis,HIV,0.3072727272727273,0.036363636363636355,3.0,231.0
Meiosis,Micrometre,0.3220175438596491,0.06135964912280702,2.0,456.0
Meiosis,Molecular_biology,-0.56,0.02,1.0,120.0
Meiosis,Nanometre,-0.11875,0.040625,2.0,160.0
Meiosis,Nucleic_acid,-0.24941176470588236,0.021176470588235286,2.0,204.0
Meiosis,Peptide_bond,-0.44,0.08,1.0,120.0
Meiosis,Phenotype,-0.055013404825737265,0.026273458445040216,3.0,373.0
Meiosis,Ploidy,0.11628222523744912,0.056960651289009505,4.0,737.0
Meiosis,Polyploid,0.1443661971830986,0.05563380281690141,2.0,142.0
Meiosis,Prokaryote,0.12865248226950357,0.04229787234042552,4.0,705.0
Meiosis,Protein_folding,-0.42,0.08,1.0,112.0
Meiosis,Protein–protein_interaction,0.061197604790419156,0.01077844311377247,2.0,167.0
Meiosis,Red_blood_cell,0.19268817204301078,0.04139784946236559,3.0,372.0
Meiosis,Ribose,0.16,0.06,1.0,91.0
Meiosis,Thymine,-0.04,0.04,1.0,60.0
Meiosis,Water_potential,0.07117647058823529,0.07117647058823529,2.0,136.0
Meiosis,Zygosity,-0.056897506925207765,0.027756232686980607,3.0,361.0
Membrane_potential,Action_potential,0.02,0.0,1.0,88.0
Membrane_potential,Atrium_(heart),0.08,0.08,1.0,54.0
Membrane_potential,Axon,0.0,0.0,1.0,88.0
Membrane_potential,Bicarbonate,0.14,0.08,1.0,80.0
Membrane_potential,Blood_plasma,0.14,0.08,1.0,66.0
Membrane_potential,Capillary,0.1,0.08,1.0,88.0
Membrane_potential,Chemical_synapse,0.019999999999999997,0.0,1.0,58.0
Membrane_potential,Extracellular_fluid,0.12,0.0,1.0,71.0
Membrane_potential,Gas_exchange,0.08,0.05999999999999999,1.0,88.0
Membrane_potential,Motor_neuron,0.02,0.02,1.0,88.0
Membrane_potential,Myosin,0.05999999999999999,0.05999999999999999,1.0,88.0
Membrane_potential,Neuron,0.02,0.0,1.0,88.0
Membrane_potential,Neurotransmitter,0.02,0.0,1.0,88.0
Membrane_potential,Photoreceptor_cell,0.04000000000000001,0.020000000000000004,1.0,57.0
Membrane_potential,Pulmonary_alveolus,0.08,0.08,1.0,53.0
Membrane_potential,Retina,0.04,0.04,1.0,69.0
Membrane_potential,Rod_cell,0.04,0.02,1.0,50.0
Membrane_potential,Sensory_receptor,0.02,0.02,1.0,59.0
Membrane_potential,Smooth_muscle_tissue,0.06,0.06,1.0,68.0
Membrane_potential,Spinal_cord,0.04,0.02,1.0,71.0
Membrane_potential,Synapse,0.02,0.0,1.0,54.0
Membrane_protein,Active_site,0.04,0.04,1.0,65.0
Membrane_protein,Active_transport,0.0,0.0,1.0,65.0
Membrane_protein,Adenosine_triphosphate,0.04,0.04,1.0,65.0
Membrane_protein,Amino_acid,0.14,0.02,1.0,65.0
Membrane_protein,Ammonia,0.5,0.06,1.0,65.0
Membrane_protein,Apoptosis,0.08,0.08,1.0,65.0
Membrane_protein,C4_carbon_fixation,0.06,0.06,1.0,53.0
Membrane_protein,Cancer,0.08,0.08,1.0,63.0
Membrane_protein,Carbohydrate,0.06,0.0,1.0,65.0
Membrane_protein,Carboxylic_acid,0.04,0.04,1.0,65.0
Membrane_protein,Cell_cycle,0.08,0.08,1.0,65.0
Membrane_protein,Cell_division,0.08,0.08,1.0,65.0
Membrane_protein,Cell_membrane,0.0,0.0,1.0,65.0
Membrane_protein,Cell_wall,-0.02,0.08,1.0,65.0
Membrane_protein,Cellular_respiration,0.06,0.04,1.0,65.0
Membrane_protein,Chlorophyll,0.06,0.06,1.0,65.0
Membrane_protein,Chromatid,0.08,0.08,1.0,56.0
Membrane_protein,Chromosome,0.08,0.08,1.0,65.0
Membrane_protein,Citric_acid,0.04,0.04,1.0,60.0
Membrane_protein,Cyclic_adenosine_monophosphate,0.02,0.02,1.0,54.0
Membrane_protein,Cyclin-dependent_kinase,0.08,0.08,1.0,50.0
Membrane_protein,Cytoplasm,0.62,0.02,1.0,65.0
Membrane_protein,Diffusion,0.0,0.0,1.0,65.0
Membrane_protein,Earth,0.32,0.02,1.0,65.0
Membrane_protein,Enzyme,0.04,0.04,1.0,65.0
Membrane_protein,Epinephrine,0.02,0.02,1.0,65.0
Membrane_protein,Eukaryote,0.36,0.08,1.0,65.0
Membrane_protein,Fermentation,0.06,0.04,1.0,50.0
Membrane_protein,G_protein,0.02,0.02,1.0,56.0
Membrane_protein,Gibbs_free_energy,0.02,0.02,1.0,65.0
Membrane_protein,Glucose,0.76,0.0,1.0,65.0
Membrane_protein,Glycogen,0.76,0.02,1.0,65.0
Membrane_protein,Glycolysis,0.04,0.04,1.0,65.0
Membrane_protein,Glycoprotein,0.6,0.0,1.0,65.0
Membrane_protein,Hydrogen_ion,0.04,0.04,1.0,65.0
Membrane_protein,Hydrolysis,0.02,0.02,1.0,65.0
Membrane_protein,Ion,-0.06,0.04,1.0,65.0
Membrane_protein,Ion_channel,0.66,0.04,1.0,65.0
Membrane_protein,Light-independent_reactions,0.06,0.06,1.0,65.0
Membrane_protein,Liver,0.76,0.06,1.0,65.0
Membrane_protein,Lysozyme,0.3,0.04,1.0,52.0
Membrane_protein,Meiosis,0.08,0.08,1.0,65.0
Membrane_protein,Mitochondrion,-0.02,0.04,1.0,65.0
Membrane_protein,Mitosis,0.08,0.08,1.0,65.0
Membrane_protein,Nicotinamide_adenine_dinucleotide,0.04,0.04,1.0,65.0
Membrane_protein,Nicotinamide_adenine_dinucleotide_phosphate,0.06,0.06,1.0,59.0
Membrane_protein,Oxygen,0.72,0.06,1.0,65.0
Membrane_protein,PH,0.04,0.04,1.0,65.0
Membrane_protein,Phosphate,0.02,0.02,1.0,65.0
Membrane_protein,Photosynthesis,0.06,0.06,1.0,65.0
Membrane_protein,Polyploid,0.28,0.08,1.0,63.0
Membrane_protein,Prokaryote,0.34,0.08,1.0,65.0
Membrane_protein,Protein,0.14,0.02,1.0,65.0
Membrane_protein,Protein_kinase,0.02,0.02,1.0,65.0
Membrane_protein,Proton,0.04,0.04,1.0,65.0
Membrane_protein,Receptor_(biochemistry),0.0,0.02,1.0,65.0
Membrane_protein,Signal_transduction,0.02,0.02,1.0,65.0
Membrane_protein,Sodium,0.64,0.0,1.0,65.0
Membrane_protein,Sucrose,0.48,0.06,1.0,65.0
Membrane_protein,Thylakoid,0.06,0.04,1.0,65.0
Membrane_protein,Water,0.06,0.04,1.0,65.0
Meristem,Bark,0.04000000000000001,0.020000000000000004,1.0,57.0
Meristem,Cork_cambium,0.04,0.02,1.0,77.0
Meristem,Cotyledon,-0.06,0.0,1.0,117.0
Meristem,Epidermis_(botany),0.02,0.02,1.0,102.0
Meristem,Epithelium,0.3,0.08,1.0,74.0
Meristem,Fertilizer,0.04,0.02,1.0,54.0
Meristem,Ground_tissue,-0.04,0.0,1.0,100.0
Meristem,Guard_cell,0.10000000000000002,0.08,1.0,53.0
Meristem,Herbivore,0.08,0.08,1.0,163.0
Meristem,Immune_system,0.08,0.08,1.0,103.0
Meristem,Lizard,0.1,0.0,1.0,57.0
Meristem,Parenchyma,0.02,0.02,1.0,149.0
Meristem,Pathogen,0.08,0.08,1.0,92.0
Meristem,Phloem,0.03541950113378685,0.02,2.0,441.0
Meristem,Primordium,0.0,0.060000000000000005,1.0,72.0
Meristem,Reptile,0.0,0.0,1.0,66.0
Meristem,Root,-0.02,0.04,1.0,65.0
Meristem,Root_hair,-0.02,0.04,1.0,53.0
Meristem,Vascular_cambium,0.04,0.04,1.0,79.0
Meristem,Xylem,0.03451127819548872,0.02,2.0,532.0
Mesoderm,Arthropod,-0.2,0.0,1.0,57.0
Mesoderm,Cnidaria,-0.22,0.0,1.0,50.0
Mesoderm,Deuterostome,-0.2,0.020000000000000004,1.0,57.0
Mesoderm,Eudicots,-0.16000000000000003,0.04000000000000001,1.0,57.0
Mesoderm,Fertilizer,-0.14,0.06,1.0,54.0
Mesoderm,Lepidoptera,-0.2,0.0,1.0,50.0
Mesoderm,Lizard,-0.08000000000000002,0.04000000000000001,1.0,57.0
Mesoderm,Meristem,-0.18,0.04000000000000001,1.0,57.0
Mesoderm,Nitrogen,-0.14,0.06,1.0,57.0
Mesoderm,Phloem,-0.16000000000000003,0.06,1.0,57.0
Mesoderm,Protostome,-0.22000000000000003,0.0,1.0,57.0
Mesoderm,Reptile,-0.18,0.04000000000000001,1.0,57.0
Mesoderm,Stoma,-0.16000000000000003,0.06,1.0,57.0
Mesoderm,Water_potential,-0.16,0.06,1.0,50.0
Mesoderm,Xylem,-0.16000000000000003,0.06,1.0,57.0
Messenger_RNA,Antibacterial,0.2,0.06,1.0,55.0
Messenger_RNA,Carbon-14,-0.04,0.04,1.0,72.0
Messenger_RNA,Chromatid,0.014666666666666668,0.014666666666666668,2.0,120.0
Messenger_RNA,Cyclic_adenosine_monophosphate,-0.013913043478260867,0.007304347826086955,2.0,115.0
Messenger_RNA,DNA_profiling,0.04,0.04,1.0,50.0
Messenger_RNA,Flagellum,0.05857923497267759,0.0039344262295082,2.0,183.0
Messenger_RNA,Frog,-0.22,0.08,1.0,97.0
Messenger_RNA,Genetic_code,-0.049295352323838075,0.01643178410794603,2.0,667.0
Messenger_RNA,Genotype,0.12815884476534295,0.03342960288808665,2.0,277.0
Messenger_RNA,Guanosine_diphosphate,0.0,0.08,1.0,56.0
Messenger_RNA,Guanosine_triphosphate,0.0,0.0,1.0,126.0
Messenger_RNA,MicroRNA,0.18,0.0,1.0,53.0
Messenger_RNA,Microorganism,0.62,0.05999999999999999,1.0,60.0
Messenger_RNA,Phosphorus,-0.06188034188034184,0.03470085470085472,2.0,117.0
Messenger_RNA,Polyploid,0.09549295774647888,0.006760563380281693,2.0,142.0
Messenger_RNA,Protein_biosynthesis,0.0,0.04,1.0,60.0
Messenger_RNA,Recombinant_DNA,0.06,0.06,1.0,68.0
Messenger_RNA,Ribosome,-0.013913043478260868,0.013739130434782604,3.0,690.0
Messenger_RNA,Rice,0.38033613445378156,0.049747899159663864,2.0,119.0
Messenger_RNA,Stem_cell,0.1,0.08,1.0,61.0
Messenger_RNA,Transfer_RNA,-0.015323590814196241,0.015323590814196241,3.0,958.0
Messenger_RNA,Transport_express_régional,-0.08,0.04,1.0,78.0
Messenger_RNA,United_States,0.3864724919093851,0.023495145631067967,4.0,309.0
Messenger_RNA,Water_potential,0.02382352941176471,0.02382352941176471,2.0,136.0
Metabolism,Adenosine_monophosphate,-0.62,0.0,1.0,52.0
Metabolism,Antibacterial,-0.4,0.04,1.0,55.0
Metabolism,Arabidopsis_thaliana,-0.21999999999999997,0.06,1.0,73.0
Metabolism,Bacteria,-0.4502092050209205,0.07020920502092051,2.0,239.0
Metabolism,Bacteriophage,-0.2658823529411765,0.038431372549019606,2.0,204.0
Metabolism,Base_pair,-0.6103381642512078,0.008309178743961351,2.0,207.0
Metabolism,C-terminus,-0.62,0.04,1.0,100.0
Metabolism,Catalysis,-0.66,0.0,1.0,55.0
Metabolism,Charles_Darwin,-0.5,0.08,1.0,97.0
Metabolism,Cofactor_(biochemistry),-0.66,0.0,1.0,50.0
Metabolism,Cytosine,-0.32,0.04,1.0,64.0
Metabolism,DNA,-0.5446861924686193,0.0102092050209205,2.0,239.0
Metabolism,DNA_ligase,-0.58,0.08,1.0,100.0
Metabolism,Enzyme_substrate_(biology),-0.66,0.0,1.0,51.0
Metabolism,Eukaryote,-0.19589958158995815,0.07899581589958159,2.0,239.0
Metabolism,Frog,-0.82,0.05999999999999999,1.0,97.0
Metabolism,Gene,-0.2889539748953975,0.05857740585774059,2.0,239.0
Metabolism,Genome,-0.5432635983263598,0.07020920502092051,2.0,239.0
Metabolism,HIV,-0.18662576687116567,0.02,2.0,163.0
Metabolism,Helicase,-0.66,0.0,1.0,100.0
Metabolism,Hox_gene,-0.5,0.08,1.0,62.0
Metabolism,Lactose,-0.02,0.02,1.0,100.0
Metabolism,Lysine,-0.1,0.0,1.0,92.0
Metabolism,Maize,-0.22,0.08,1.0,88.0
Metabolism,Microorganism,0.02,0.04,1.0,60.0
Metabolism,Mouse,-0.18,0.08,1.0,73.0
Metabolism,Mutation,-0.4912133891213389,0.06368200836820083,2.0,239.0
Metabolism,Natural_selection,-0.48,0.08,1.0,91.0
Metabolism,Nucleic_acid_double_helix,-0.62,0.04,1.0,98.0
Metabolism,Nucleic_acid_thermodynamics,-0.6,0.08,1.0,53.0
Metabolism,Nucleophile,-0.66,0.0,1.0,51.0
Metabolism,Oligonucleotide,-0.56,0.08,1.0,75.0
Metabolism,Phosphodiester_bond,-0.24,0.08,1.0,100.0
Metabolism,Phosphorus,-0.78,0.0,1.0,62.0
Metabolism,Plasmid,-0.5612765957446808,0.07191489361702127,2.0,188.0
Metabolism,Polymerase_chain_reaction,-0.5829629629629629,0.04641975308641975,2.0,162.0
Metabolism,Prokaryote,-0.25774058577405856,0.07899581589958159,2.0,239.0
Metabolism,Purine,-0.6199999999999999,0.04000000000000001,1.0,57.0
Metabolism,Pyrimidine,-0.62,0.04,1.0,69.0
Metabolism,Recombinant_DNA,-0.54,0.04,1.0,68.0
Metabolism,Restriction_enzyme,-0.58,0.04662251655629139,2.0,151.0
Metabolism,Rice,-0.26,0.06,1.0,59.0
Metabolism,Stem_cell,-0.5,0.06,1.0,61.0
Metabolism,Transport_express_régional,-0.68,0.02,1.0,78.0
Metabolism,Zygote,-0.12,0.06,1.0,110.0
MicroRNA,Carbon-14,-0.22,0.04,1.0,53.0
MicroRNA,Cytoplasm,-0.26,0.0,1.0,53.0
MicroRNA,Genetic_code,-0.24,0.02,1.0,53.0
MicroRNA,Guanosine_diphosphate,-0.18,0.08,1.0,53.0
MicroRNA,Guanosine_triphosphate,-0.18,0.0,1.0,53.0
MicroRNA,Messenger_RNA,-0.18,0.0,1.0,53.0
MicroRNA,Protein_biosynthesis,-0.18,0.04,1.0,53.0
MicroRNA,Ribosome,-0.20000000000000004,0.06,1.0,53.0
MicroRNA,Transfer_RNA,-0.20000000000000004,0.02,1.0,53.0
Microfibril,Adenosine_triphosphate,0.08,0.06,1.0,56.0
Microfibril,Carbon_dioxide,0.88,0.06,1.0,56.0
Microfibril,Cell_cycle,0.0,0.0,1.0,56.0
Microfibril,Cell_membrane,0.04,0.02,1.0,56.0
Microfibril,Cell_wall,0.0,0.0,1.0,56.0
Microfibril,Cellular_respiration,0.08,0.06,1.0,56.0
Microfibril,Chromosome,0.14,0.0,1.0,56.0
Microfibril,Cytosol,0.8,0.02,1.0,56.0
Microfibril,Enzyme,0.06,0.06,1.0,56.0
Microfibril,Glycolysis,0.08,0.08,1.0,56.0
Microfibril,Hydrogen_ion,0.08,0.08,1.0,56.0
Microfibril,Ion,0.9,0.08,1.0,56.0
Microfibril,Microtubule,0.0,0.0,1.0,56.0
Microfibril,Mitosis,0.0,0.0,1.0,56.0
Microfibril,Nicotinamide_adenine_dinucleotide,0.08,0.08,1.0,56.0
Microfibril,Oxygen,0.1,0.06,1.0,56.0
Microfibril,Phosphate,0.12,0.06,1.0,56.0
Microfibril,Plasmodesma,0.04,0.02,1.0,56.0
Microfibril,Protein,0.18,0.02,1.0,56.0
Microfibril,Proton,0.08,0.08,1.0,56.0
Microfibril,Protoplast,0.02,0.02,1.0,56.0
Microfibril,Sucrose,0.9,0.04,1.0,56.0
Microfibril,Water,0.1,0.08,1.0,52.0
Microfibril,Water_potential,0.02,0.02,1.0,56.0
Micrometre,Active_site,0.06,0.06,1.0,71.0
Micrometre,Active_transport,0.02,0.02,1.0,74.0
Micrometre,Algae,-0.34,0.08,1.0,148.0
Micrometre,Allele,-0.15061889250814334,0.006514657980456014,2.0,307.0
Micrometre,Ammonia,0.52,0.08,1.0,86.0
Micrometre,Ascomycota,-0.38,0.02,1.0,70.0
Micrometre,Bacteria,-0.10398126463700232,0.03344262295081968,2.0,427.0
Micrometre,Basidiomycota,-0.38,0.02,1.0,66.0
Micrometre,Carboxylic_acid,0.06,0.06,1.0,78.0
Micrometre,Citric_acid,0.05999999999999999,0.05999999999999999,1.0,60.0
Micrometre,Cyclic_adenosine_monophosphate,0.04,0.04,1.0,54.0
Micrometre,Diffusion,0.02,0.02,1.0,106.0
Micrometre,Dinoflagellate,-0.34,0.08,1.0,64.0
Micrometre,Epinephrine,0.04,0.04,1.0,75.0
Micrometre,Extracellular_matrix,0.0,0.0,1.0,81.0
Micrometre,Fermentation,0.08,0.06,1.0,50.0
Micrometre,Flagellum,-0.21010830324909746,0.014007220216606497,2.0,277.0
Micrometre,G_protein,0.04,0.04,1.0,56.0
Micrometre,Gametangium,-0.32,0.04,1.0,52.0
Micrometre,Gamete,-0.1490391459074733,0.04313167259786476,2.0,281.0
Micrometre,Gene,-0.17861333333333335,0.02917333333333333,2.0,375.0
Micrometre,Gibbs_free_energy,0.04,0.04,1.0,68.0
Micrometre,Glycogen,0.78,0.04,1.0,66.0
Micrometre,Glycoprotein,0.62,0.02,1.0,68.0
Micrometre,Green_algae,-0.3,0.06,1.0,93.0
Micrometre,Hydrolysis,0.04,0.04,1.0,81.0
Micrometre,Ion_channel,0.68,0.06,1.0,115.0
Micrometre,Liver,0.78,0.08,1.0,113.0
Micrometre,Lysozyme,0.32,0.060000000000000005,1.0,52.0
Micrometre,Maize,0.07105263157894738,0.07526315789473685,2.0,304.0
Micrometre,Membrane_protein,0.02,0.02,1.0,65.0
Micrometre,Messenger_RNA,-0.09641025641025641,0.057435897435897436,2.0,273.0
Micrometre,Mutation,-0.06792,0.0676,2.0,250.0
Micrometre,Mycelium,-0.38,0.04000000000000001,1.0,57.0
Micrometre,Nanometre,0.0,0.0,1.0,85.0
Micrometre,Oomycete,-0.3,0.08,1.0,63.0
Micrometre,Organelle,0.0,0.0,1.0,143.0
Micrometre,PH,0.05999999999999999,0.05999999999999999,1.0,173.0
Micrometre,Ploidy,-0.10223809523809527,0.03766666666666666,2.0,420.0
Micrometre,Polyploid,-0.133943661971831,0.01098591549295775,2.0,142.0
Micrometre,Protein_kinase,0.04,0.04,1.0,67.0
Micrometre,Receptor_(biochemistry),0.02,0.04,1.0,173.0
Micrometre,Red_algae,-0.32,0.08,1.0,85.0
Micrometre,Rice,0.18739495798319328,0.06857142857142857,2.0,119.0
Micrometre,Signal_transduction,0.04,0.04,1.0,91.0
Micrometre,Slime_mold,-0.3,0.08,1.0,59.0
Micrometre,Sodium,0.66,0.02,1.0,173.0
Micrometre,Soybean,0.14,0.02,1.0,52.0
Micrometre,Symbiosis,-0.36,0.05999999999999999,1.0,67.0
Micrometre,Transfer_RNA,-0.07750000000000003,0.065,2.0,224.0
Micrometre,Water_potential,-0.2588235294117647,0.006764705882352928,2.0,136.0
Micrometre,Wheat,-0.1,0.04,1.0,68.0
Microorganism,Antibacterial,-0.42,0.0,1.0,55.0
Microorganism,Arabidopsis_thaliana,-0.23999999999999996,0.02,1.0,60.0
Microorganism,Charles_Darwin,-0.52,0.04,1.0,60.0
Microorganism,Embryo,-0.11999999999999998,0.04,1.0,60.0
Microorganism,Frog,-0.84,0.02,1.0,60.0
Microorganism,Genus,-0.4799999999999999,0.08,1.0,60.0
Microorganism,Hox_gene,-0.52,0.04,1.0,60.0
Microorganism,Maize,-0.23999999999999996,0.04,1.0,60.0
Microorganism,Mouse,-0.2,0.04,1.0,60.0
Microorganism,Natural_selection,-0.5,0.04,1.0,60.0
Microorganism,Phylogenetic_tree,-0.4799999999999999,0.08,1.0,60.0
Microorganism,Phylogenetics,-0.4799999999999999,0.08,1.0,60.0
Microorganism,Plasmid,-0.56,0.0,1.0,60.0
Microorganism,Recombinant_DNA,-0.56,0.0,1.0,60.0
Microorganism,Rice,-0.28,0.02,1.0,59.0
Microorganism,Sea_urchin,-0.16,0.08,1.0,50.0
Microorganism,Speciation,-0.46,0.08,1.0,60.0
Microorganism,Stem_cell,-0.52,0.02,1.0,60.0
Microorganism,Taxon,-0.48,0.08,1.0,53.0
Microorganism,Zygote,-0.14,0.02,1.0,60.0
Microtubule,Active_site,0.06,0.06,1.0,66.0
Microtubule,Active_transport,0.02,0.02,1.0,66.0
Microtubule,Adenosine_triphosphate,0.07232558139534885,0.060000000000000005,2.0,172.0
Microtubule,Ammonia,0.52,0.08,1.0,66.0
Microtubule,Carboxylic_acid,0.06,0.06,1.0,66.0
Microtubule,Cell_cycle,0.04782608695652174,0.04782608695652174,2.0,138.0
Microtubule,Cell_membrane,0.03232558139534884,0.020000000000000004,2.0,172.0
Microtubule,Cell_wall,0.0,0.03837209302325582,2.0,172.0
Microtubule,Cellular_respiration,0.08,0.06,2.0,126.0
Microtubule,Chromosome,0.12465116279069768,0.03837209302325582,2.0,172.0
Microtubule,Citric_acid,0.05999999999999999,0.05999999999999999,1.0,60.0
Microtubule,Cyclic_adenosine_monophosphate,0.04,0.04,1.0,54.0
Microtubule,Cytoplasm,0.23775147928994084,0.003431952662721894,2.0,169.0
Microtubule,Cytosol,0.8,0.02,1.0,78.0
Microtubule,Diffusion,0.02,0.02,1.0,66.0
Microtubule,Enzyme,0.060000000000000005,0.060000000000000005,2.0,172.0
Microtubule,Epinephrine,0.04,0.04,1.0,66.0
Microtubule,Extracellular_matrix,0.0,0.0,1.0,66.0
Microtubule,Fermentation,0.08,0.06,1.0,50.0
Microtubule,G_protein,0.04,0.04,1.0,56.0
Microtubule,Gibbs_free_energy,0.04,0.04,1.0,66.0
Microtubule,Glycogen,0.78,0.04,1.0,66.0
Microtubule,Glycolysis,0.07137254901960784,0.07137254901960784,2.0,153.0
Microtubule,Glycoprotein,0.62,0.02,1.0,66.0
Microtubule,Hydrogen_ion,0.07083333333333333,0.07083333333333333,2.0,144.0
Microtubule,Hydrolysis,0.04,0.04,1.0,66.0
Microtubule,Ion,0.5393023255813953,0.07232558139534885,2.0,172.0
Microtubule,Ion_channel,0.68,0.06,1.0,66.0
Microtubule,Liver,0.78,0.08,1.0,66.0
Microtubule,Lysozyme,0.32,0.060000000000000005,1.0,52.0
Microtubule,Membrane_protein,0.02,0.02,1.0,65.0
Microtubule,Microfibril,0.0,0.0,1.0,56.0
Microtubule,Mitochondrion,-0.012325581395348837,0.01069767441860465,2.0,172.0
Microtubule,Mitosis,0.03837209302325582,0.03837209302325582,2.0,172.0
Microtubule,Nanometre,0.0,0.0,1.0,66.0
Microtubule,Nicotinamide_adenine_dinucleotide,0.07195121951219513,0.07195121951219513,2.0,164.0
Microtubule,Organelle,0.0,0.0,1.0,66.0
Microtubule,Oxygen,0.3455813953488372,0.06767441860465116,2.0,172.0
Microtubule,PH,0.06,0.06,1.0,66.0
Microtubule,Phosphate,0.08930232558139535,0.05232558139534884,2.0,172.0
Microtubule,Plasmodesma,0.04,0.02,1.0,94.0
Microtubule,Protein,0.17232558139534884,0.02767441860465116,2.0,172.0
Microtubule,Protein_kinase,0.04,0.04,1.0,66.0
Microtubule,Proton,0.07153846153846154,0.07153846153846154,2.0,156.0
Microtubule,Protoplast,0.02,0.02,1.0,96.0
Microtubule,Receptor_(biochemistry),0.02,0.04,1.0,66.0
Microtubule,Ribosome,0.1712,0.0504,2.0,150.0
Microtubule,Signal_transduction,0.04,0.04,1.0,66.0
Microtubule,Sodium,0.66,0.02,1.0,66.0
Microtubule,Sucrose,0.7409638554216867,0.05590361445783133,2.0,166.0
Microtubule,Thylakoid,0.09232558139534885,0.01069767441860465,2.0,172.0
Microtubule,Water,0.0888135593220339,0.06881355932203391,2.0,118.0
Mineral,Amphibian,-0.02,0.0,1.0,59.0
Mineral,Antheridium,-0.18,0.04000000000000001,1.0,57.0
Mineral,Arabidopsis_thaliana,0.08,0.03000000000000001,2.0,118.0
Mineral,Archegonium,-0.18,0.06,1.0,59.0
Mineral,Arthropod,-0.04,0.02,1.0,59.0
Mineral,Bryophyte,-0.24,0.04,1.0,59.0
Mineral,Carbon_cycle,0.4,0.0,1.0,52.0
Mineral,Cnidaria,-0.06,0.02,1.0,50.0
Mineral,Deuterostome,-0.04,0.04,1.0,59.0
Mineral,Diatom,-0.28,0.0,1.0,59.0
Mineral,Ecosystem,0.42,0.0,1.0,59.0
Mineral,Equisetum,-0.18,0.07999999999999999,1.0,58.0
Mineral,Fern,-0.14176991150442478,0.03221238938053097,2.0,113.0
Mineral,Fertilizer,0.02,0.08,1.0,54.0
Mineral,Flowering_plant,-0.11,0.06000000000000002,2.0,118.0
Mineral,Gametophyte,-0.16000000000000003,0.0,2.0,118.0
Mineral,Germination,-0.01,0.06999999999999999,2.0,118.0
Mineral,Gymnosperm,-0.13,0.05,2.0,118.0
Mineral,Gynoecium,-0.11,0.06000000000000002,2.0,118.0
Mineral,Leaf,0.02,0.03,2.0,118.0
Mineral,Lepidoptera,-0.04,0.02,1.0,50.0
Mineral,Lizard,0.08000000000000002,0.06,1.0,57.0
Mineral,Lycopodiophyta,-0.2,0.08,1.0,59.0
Mineral,Mammal,-0.02,0.0,1.0,59.0
Mineral,Marchantiophyta,-0.24,0.04,1.0,59.0
Mineral,Mesoderm,0.16000000000000003,0.020000000000000004,1.0,57.0
Mineral,Moss,-0.22,0.06,1.0,56.0
Mineral,Nitrogen,0.09999999999999999,0.02,2.0,118.0
Mineral,Nitrogen_fixation,0.29,0.030000000000000002,2.0,118.0
Mineral,Ovule,-0.12000000000000001,0.05,2.0,118.0
Mineral,Parasitism,-0.06,0.0,1.0,59.0
